item_id,category_id,popularity,most_frequent_property
42446,1680,0.0,961
13339,209,0.0,6
24403,-1,3.0,-1
5209,959,1.0,227
63198,342,0.0,888
36885,1167,1.0,104
26081,1007,0.0,283
69579,450,0.0,283
11994,130,0.0,6
57478,1172,9.0,654
3261,1680,0.0,839
27697,618,19.0,790
48967,746,1.0,790
60957,239,248.0,790
30459,-1,1.0,-1
37806,1114,2.0,790
57938,964,0.0,71
37560,-1,16.0,-1
10957,-1,1.0,-1
28642,1498,5.0,-2
64439,35,4.0,761
25090,251,0.0,-3
54853,342,0.0,6
54755,769,0.0,830
60267,429,2.0,888
50142,642,1.0,591
59988,1113,0.0,888
60062,976,0.0,243
2312,508,0.0,46
52969,-1,1.0,-1
57317,342,1.0,663
56948,1250,0.0,790
36260,617,2.0,227
14258,1542,1.0,678
27139,1007,0.0,709
60736,342,1.0,663
47761,320,1.0,810
51030,1625,9.0,888
14996,-1,1.0,-1
10218,475,0.0,671
51929,1051,3.0,400
49000,166,0.0,46
7419,1317,0.0,888
47538,508,0.0,888
32436,242,0.0,888
33510,1374,1.0,202
171,403,0.0,797
20855,1625,0.0,888
49421,477,0.0,695
60871,490,0.0,-2
66892,1084,6.0,434
53123,984,2.0,1036
14388,342,0.0,663
46526,1120,30.0,0
19412,1355,0.0,888
8247,-1,2.0,-1
9353,1002,0.0,888
49276,1151,2.0,928
38843,84,0.0,993
33804,1542,26.0,790
4665,173,0.0,400
8959,1593,15.0,-2
16284,586,1.0,839
11025,208,1.0,-2
56335,1447,1.0,761
38386,1301,0.0,28
17938,618,6.0,1036
45226,746,111.0,-2
65390,1130,30.0,364
54016,130,0.0,790
15960,988,2.0,-2
48283,820,1.0,888
65789,498,1.0,283
18619,969,0.0,888
18817,-1,2.0,-1
34627,-1,353.0,-1
69087,1091,1.0,888
48358,730,24.0,-2
30423,969,117.0,888
39264,1560,3.0,35
45886,-1,1.0,-1
51560,1680,3.0,-2
68597,363,1.0,33
49145,-1,5.0,-1
44914,1007,0.0,735
52201,1076,2.0,186
22247,282,0.0,438
63391,746,5.0,928
62474,1680,1.0,830
40606,1298,0.0,671
11833,1483,0.0,42
18242,1061,1.0,243
45869,64,1.0,33
58203,1489,0.0,689
9479,-1,1.0,-1
11144,1250,1.0,-2
26757,746,0.0,225
51184,642,0.0,-3
31922,48,0.0,888
67590,723,23.0,364
66190,730,0.0,888
14245,535,0.0,515
46509,1094,0.0,227
14525,984,64.0,591
10821,1007,0.0,776
34290,-1,10.0,-1
42247,242,0.0,888
48501,1674,0.0,-3
10316,342,0.0,888
48715,1026,163.0,790
29348,-1,1.0,-1
24911,-1,2.0,-1
1674,1674,0.0,-3
38743,1142,0.0,159
16375,342,0.0,888
9114,1007,0.0,6
41625,1172,0.0,745
30809,389,0.0,888
16287,405,0.0,888
44774,1301,0.0,441
13520,646,177.0,790
21656,220,1.0,888
54919,646,0.0,888
9613,984,3.0,895
68966,1187,0.0,176
29689,1016,5.0,839
38487,508,0.0,227
62820,289,0.0,888
45891,-1,1.0,-1
9742,1318,0.0,186
46793,1163,0.0,729
24628,561,3.0,283
45490,518,0.0,698
22482,251,0.0,689
2879,-1,2.0,-1
5921,1186,30.0,628
20403,173,0.0,888
16588,1084,0.0,441
22814,65,226.0,790
61284,267,11.0,790
26181,1680,0.0,-2
26997,1163,0.0,729
58969,1245,0.0,434
37644,858,1.0,888
23532,342,0.0,451
19913,801,0.0,6
35902,324,0.0,591
38745,-1,11.0,-1
29465,512,0.0,213
45333,1376,0.0,764
36066,242,2.0,888
57563,130,0.0,509
24319,769,0.0,797
5876,403,0.0,917
5820,1117,13.0,888
39749,173,0.0,881
3153,342,0.0,451
29077,1675,0.0,570
42711,-1,1.0,-1
67152,-1,10.0,-1
3600,-1,1.0,-1
58025,173,0.0,227
6581,1135,2.0,888
24584,686,0.0,888
44643,195,0.0,159
34124,1007,0.0,763
6343,342,0.0,888
52645,1233,18.0,-2
62372,969,1.0,888
9161,535,0.0,839
48993,65,0.0,6
15566,479,0.0,994
27103,508,0.0,713
45225,1084,0.0,434
59770,130,1.0,888
31362,1167,13.0,468
59786,1255,1.0,790
17899,816,49.0,888
1679,289,0.0,316
23942,1070,0.0,790
5148,-1,5.0,-1
34029,490,0.0,888
9605,342,0.0,888
31884,209,43.0,790
44244,403,0.0,6
38317,-1,1.0,-1
63331,976,0.0,928
18427,618,4.0,790
14212,89,0.0,538
25184,508,0.0,19
5095,806,2.0,104
56275,-1,1.0,-1
52839,74,1.0,283
68191,198,0.0,202
18475,686,0.0,888
6404,342,0.0,663
17125,686,0.0,888
35293,1147,0.0,-3
65658,546,0.0,-3
4382,333,32.0,-2
49097,263,4.0,888
70267,594,2.0,546
23067,1147,0.0,-3
3642,209,0.0,6
56228,1113,0.0,888
1383,1301,0.0,689
39582,-1,1.0,-1
12028,342,0.0,888
57271,1261,29.0,790
54987,324,0.0,776
54761,1234,2.0,790
21596,173,0.0,-2
50508,1421,1.0,-2
32612,248,89.0,790
22828,342,15.0,-2
26171,1188,0.0,888
29727,227,1.0,-2
46829,618,0.0,65
2141,126,0.0,-2
7102,281,0.0,888
21363,-1,1.0,-1
6088,227,1.0,698
27581,923,0.0,928
18928,691,0.0,888
65304,988,2.0,698
54458,173,0.0,928
5561,598,0.0,960
42593,624,123.0,776
64017,1120,6.0,-3
22988,1142,1.0,570
40079,475,0.0,928
33857,972,1.0,888
65223,457,0.0,0
22262,1344,0.0,468
6291,242,5.0,888
57056,769,2.0,-2
2439,996,0.0,227
49448,1500,25.0,-2
62618,1680,0.0,678
57180,-1,6.0,-1
26861,-1,2.0,-1
63572,952,0.0,960
53041,1388,15.0,790
41023,-1,2.0,-1
39802,1504,11.0,790
18691,342,0.0,888
38771,-1,1.0,-1
68700,1069,0.0,575
53002,1246,0.0,28
26266,1279,0.0,888
41452,-1,21.0,-1
60722,228,1.0,888
45734,242,7.0,888
35761,1556,0.0,6
59668,342,0.0,451
42261,1680,0.0,790
31628,1301,0.0,839
10458,459,1.0,-2
48109,996,0.0,38
46108,1393,15.0,-2
55990,342,0.0,888
34676,1220,132.0,888
36881,926,0.0,888
12119,1489,0.0,698
11333,-1,6.0,-1
17759,1343,0.0,6
66150,1186,5.0,-2
8563,403,0.0,928
53420,1091,2.0,790
64606,-1,1.0,-1
47590,1680,0.0,-2
17008,828,0.0,888
11128,414,0.0,6
1323,196,1.0,161
59582,-1,5.0,-1
39514,914,21.0,790
43934,1303,10.0,790
69919,876,11.0,888
51303,1120,9.0,888
61974,1680,2.0,790
24846,227,31.0,595
9508,1493,0.0,667
24867,1142,0.0,112
46744,1554,0.0,138
8295,1565,1.0,202
34961,1076,1.0,33
33400,403,0.0,888
12201,1250,2.0,790
56311,1172,0.0,344
23934,1007,0.0,159
28859,-1,2.0,-1
36110,646,0.0,61
70453,1196,2.0,410
33928,209,0.0,6
9867,1007,0.0,790
24773,1578,5.0,790
35880,1205,0.0,-2
61425,330,0.0,645
30875,1169,0.0,30
68691,1173,9.0,888
56256,298,3.0,-3
8676,1126,5.0,888
14678,741,5.0,689
26412,1388,2.0,888
12099,1577,0.0,888
69440,1613,5.0,0
11138,926,0.0,888
67321,198,0.0,698
53164,1070,0.0,790
70282,1205,1.0,888
36237,173,0.0,6
3778,646,0.0,888
36521,330,0.0,776
12733,928,0.0,981
3318,976,0.0,28
9598,635,2.0,790
39295,1478,4.0,441
63101,278,0.0,810
38671,29,0.0,342
56596,1172,0.0,456
45076,124,2.0,470
12137,331,1.0,790
8681,1163,135.0,790
30519,801,0.0,888
21138,619,0.0,790
53663,272,0.0,112
18737,1625,0.0,888
56977,1113,0.0,888
26103,1135,1.0,400
15266,944,36.0,790
47387,77,0.0,-3
66404,1070,0.0,283
1719,988,0.0,888
61582,320,4.0,-2
48166,371,14.0,283
22636,1007,0.0,398
55203,646,0.0,61
11766,1247,0.0,888
65150,1404,6.0,790
14067,1301,0.0,810
8471,47,0.0,839
5093,-1,2.0,-1
60228,1301,0.0,441
12949,1007,0.0,839
9337,1051,2.0,400
52168,936,7.0,227
38738,141,2.0,232
14233,205,0.0,776
43398,1593,11.0,790
19027,1404,1.0,888
69223,65,12.0,6
66890,1250,2.0,888
4143,1301,1.0,202
7348,1374,0.0,790
54215,1607,1.0,19
20828,1279,0.0,915
41148,1560,0.0,227
29129,801,0.0,888
23621,1250,0.0,202
46884,1493,1.0,469
42437,342,0.0,888
69141,1474,0.0,810
646,499,4.0,202
56495,-1,1.0,-1
42366,769,0.0,797
70472,1577,0.0,202
32815,-1,1.0,-1
20167,1407,10.0,188
64113,1007,0.0,839
11107,1169,0.0,847
17974,686,1.0,790
13669,1255,1.0,-2
67464,1277,0.0,628
2963,1142,0.0,776
43844,967,3.0,227
18632,967,3.0,-2
60115,-1,1.0,-1
10309,1245,0.0,888
31324,1680,0.0,830
60430,741,0.0,38
19050,691,1.0,589
58565,342,0.0,962
18365,801,0.0,888
67402,374,0.0,28
21864,135,0.0,698
56179,1231,0.0,839
68632,1172,2.0,227
7564,769,1.0,-2
39067,792,34.0,400
57350,1301,0.0,227
38658,267,1.0,6
61817,624,0.0,888
35542,89,0.0,268
20262,261,0.0,790
29960,360,0.0,230
38095,342,9.0,663
61689,1142,0.0,1036
54229,225,0.0,888
6816,1142,0.0,543
66710,-1,2.0,-1
62564,508,0.0,28
16364,686,0.0,227
11148,1493,6.0,202
2054,242,0.0,888
22264,1254,0.0,810
33574,1279,0.0,888
493,173,3.0,888
37463,1167,1.0,-3
20442,130,0.0,227
32040,1301,0.0,38
14531,1567,0.0,810
65712,769,0.0,6
32920,330,0.0,888
19785,-1,5.0,-1
2500,342,3.0,852
28672,936,3.0,558
53226,618,0.0,888
51492,-1,1.0,-1
42910,769,116.0,790
49337,1613,33.0,0
12149,173,0.0,624
67189,493,0.0,283
51743,1250,0.0,790
24305,1680,0.0,689
41787,135,0.0,434
34371,863,0.0,698
19890,624,3.0,83
24618,1113,0.0,888
5575,1680,0.0,202
20047,1560,0.0,653
6263,-1,1.0,-1
64344,492,0.0,575
39464,1172,0.0,745
2709,342,6.0,888
55604,74,4.0,468
35140,1675,4.0,348
21810,1035,0.0,384
6479,491,0.0,225
68525,-1,4.0,-1
21178,342,3.0,962
51155,-1,6.0,-1
46734,1378,1.0,915
11249,248,53.0,790
24971,1142,0.0,-3
38615,368,0.0,888
26872,64,0.0,669
25955,1142,0.0,-3
9088,479,34.0,790
1158,-1,1.0,-1
30241,1098,0.0,888
25115,1084,0.0,839
27580,1286,0.0,888
34927,1373,10.0,888
52654,1542,0.0,230
38628,1069,0.0,202
48372,65,0.0,6
46030,1384,0.0,888
5368,1301,5.0,-2
68577,1483,3.0,888
40863,208,2.0,-2
50185,1666,0.0,202
40544,498,2.0,888
34908,686,0.0,-2
29423,535,51.0,698
39756,988,0.0,888
13516,1265,46.0,888
52150,-1,1.0,-1
69282,360,0.0,230
46159,202,0.0,698
67944,56,1.0,104
44070,828,0.0,888
53667,-1,3.0,-1
55603,1301,1.0,243
38689,481,0.0,713
11641,1421,0.0,928
43815,1301,0.0,689
39449,1474,447.0,810
33423,1007,0.0,763
51401,1076,0.0,186
70143,173,0.0,790
59974,172,33.0,790
14934,1147,0.0,-3
34146,208,0.0,-2
25372,996,0.0,227
68226,1226,1.0,620
25902,686,0.0,486
26536,1007,2.0,839
9866,-1,1.0,-1
1721,1680,1.0,888
45347,619,4.0,-2
59376,686,0.0,486
59002,1051,0.0,400
36075,1558,0.0,888
2584,1483,8.0,888
7511,1007,0.0,797
27990,988,0.0,-2
34974,198,0.0,441
8548,1338,0.0,112
14836,-1,3.0,-1
45326,-1,1.0,-1
55888,508,0.0,698
24586,1359,1.0,776
31274,1616,0.0,591
38199,508,0.0,227
29221,79,0.0,112
48145,833,1.0,888
55873,498,6.0,888
26214,1210,0.0,38
34316,1007,0.0,807
12091,342,0.0,962
46257,-1,1.0,-1
57835,792,7.0,888
35211,1172,4.0,654
57104,342,0.0,962
45066,586,10.0,653
39272,1605,287.0,-2
39853,996,0.0,839
19123,624,0.0,83
43469,1059,0.0,227
18033,64,0.0,804
60739,173,0.0,283
67129,1301,0.0,159
57394,1402,1.0,1032
52001,130,1.0,790
30931,173,3.0,-2
42406,1301,0.0,434
66006,1250,0.0,839
43419,1147,0.0,888
29596,1395,5.0,790
55770,-1,1.0,-1
59318,217,0.0,839
8245,-1,3.0,-1
34251,1254,8.0,960
66230,1680,1.0,719
61342,-1,1.0,-1
60474,988,0.0,-2
53577,-1,3.0,-1
62914,209,10.0,790
4555,342,0.0,888
27556,1483,16.0,496
46049,1051,0.0,888
37978,1378,0.0,410
3217,1694,2.0,1090
35923,1421,1.0,790
41291,996,0.0,810
56183,342,0.0,888
5737,1007,0.0,228
29962,342,0.0,451
43290,-1,1.0,-1
53470,360,1.0,230
59737,209,6.0,790
10862,643,6.0,793
1959,1506,1.0,790
11736,1504,0.0,830
22859,1142,0.0,797
24022,1250,4.0,790
52145,1255,0.0,790
57510,1261,31.0,790
3565,227,0.0,678
66265,1221,0.0,-2
63443,196,1.0,-2
7600,1393,0.0,928
31383,1628,2.0,888
1976,-1,124.0,-1
25697,173,1.0,888
19467,1474,0.0,810
6370,828,4.0,-2
38746,1613,56.0,888
44106,173,0.0,6
10522,1250,0.0,790
20504,1634,1.0,888
29183,844,2.0,790
56548,342,0.0,888
35935,1276,0.0,784
45110,342,5.0,451
35144,1007,0.0,678
57778,769,0.0,790
44645,70,0.0,46
16067,769,0.0,-2
63871,394,11.0,790
20340,959,0.0,591
12380,769,0.0,689
8932,1007,1.0,709
5848,589,368.0,-2
48073,1421,2.0,-2
32059,960,0.0,364
6695,1210,0.0,441
8057,1248,7.0,888
5273,1191,7.0,928
6274,1528,0.0,689
46661,1486,2.0,348
8254,342,0.0,888
12956,333,0.0,6
53860,1320,0.0,810
25848,414,0.0,6
49357,958,0.0,202
65431,970,0.0,888
11492,1529,12.0,678
10831,-1,3.0,-1
21606,-1,5.0,-1
37612,342,0.0,962
4031,1344,0.0,776
36202,1493,0.0,486
12403,1381,0.0,839
16239,782,6.0,695
5419,196,1.0,1036
28015,1320,2.0,888
12972,1493,0.0,486
59026,1044,0.0,776
43912,126,0.0,406
53800,508,0.0,689
64314,730,7.0,-2
21029,769,0.0,678
5391,1432,0.0,202
48213,491,268.0,-2
28060,1680,0.0,202
50628,295,34.0,790
35581,242,5.0,888
5230,1069,1.0,713
22088,1241,2.0,658
42748,284,0.0,46
23060,1205,1.0,776
17890,302,4.0,490
20394,996,0.0,960
46584,1464,1.0,586
7311,64,0.0,921
2840,1221,0.0,888
26713,-1,7.0,-1
51883,1285,0.0,38
18507,1613,23.0,0
19618,619,0.0,888
51596,1035,7.0,227
9160,1070,3.0,790
60039,1022,10.0,678
14776,683,0.0,888
36175,1344,2.0,188
48423,1114,0.0,888
5648,996,0.0,888
50987,389,0.0,38
46861,996,0.0,434
43338,1113,0.0,776
69665,1022,15.0,888
64743,-1,4.0,-1
49253,586,7.0,653
32068,406,0.0,928
41605,324,7.0,591
67730,209,4.0,42
63178,-1,1.0,-1
57440,111,0.0,575
52613,269,6.0,202
25591,-1,11.0,-1
62101,354,0.0,713
5895,844,7.0,490
29256,1421,0.0,928
31279,193,0.0,243
17848,1421,0.0,790
37795,1421,0.0,888
6009,-1,6.0,-1
1289,1147,0.0,689
627,646,5.0,915
50633,396,3.0,-3
55182,959,30.0,698
48744,531,221.0,591
14202,471,0.0,591
85,342,0.0,962
14901,1301,0.0,698
5519,1061,0.0,713
54062,173,0.0,881
55687,1301,0.0,243
17160,959,6.0,230
17578,-1,5.0,-1
1835,64,0.0,804
38129,342,0.0,888
5469,741,0.0,689
45605,683,0.0,61
1400,691,5.0,888
18501,769,1.0,790
2839,1245,0.0,810
24095,173,0.0,400
54796,1539,2.0,888
59629,173,0.0,881
56751,793,11.0,-2
67005,1301,0.0,227
24556,-1,1.0,-1
4901,624,1.0,-2
32138,-1,1.0,-1
33324,342,0.0,888
9614,1196,3.0,-2
68164,769,1.0,790
40743,1076,0.0,186
44259,324,0.0,591
34194,1135,20.0,888
8748,1355,170.0,790
28345,242,6.0,28
17507,1690,18.0,776
42725,1589,0.0,810
22721,1680,2.0,790
49422,1114,0.0,888
62994,512,0.0,46
49547,195,0.0,888
32606,342,0.0,962
12563,1117,0.0,846
2674,1255,0.0,719
60310,1680,0.0,-2
28410,769,0.0,235
495,1447,1.0,839
36916,1038,0.0,981
41283,1483,16.0,978
42882,1007,0.0,704
59732,342,0.0,663
8874,1084,0.0,434
13996,1305,11.0,-2
20348,94,1.0,941
14499,1142,0.0,888
18772,730,0.0,888
22774,333,1.0,6
6658,1489,0.0,28
16944,1113,0.0,888
24619,844,1.0,490
12679,1142,0.0,917
27046,173,0.0,624
13794,769,0.0,689
31663,769,0.0,839
59652,1002,1.0,888
67474,1007,0.0,917
38709,1114,4.0,730
14619,333,1.0,6
38198,1301,0.0,243
41883,1196,0.0,348
43333,1493,0.0,486
41014,-1,2.0,-1
52190,1301,0.0,790
5989,-1,2.0,-1
1585,1051,1.0,566
41735,-1,2.0,-1
48553,1609,2.0,-3
8618,595,0.0,38
4933,373,16.0,6
15711,1261,3.0,-2
12227,1477,0.0,595
38611,911,11.0,888
47914,403,1.0,797
14871,646,3.0,790
51940,-1,2.0,-1
3836,1007,0.0,764
40340,1580,11.0,678
32784,-1,1.0,-1
12750,1250,1.0,888
40101,977,0.0,-2
25387,1384,1.0,888
3654,1287,0.0,713
65332,1388,0.0,888
61222,911,6.0,888
13363,1402,4.0,888
49368,936,0.0,888
55423,352,7.0,678
43871,929,0.0,888
41426,130,0.0,888
26188,914,115.0,790
61104,1384,161.0,888
12685,936,11.0,888
2140,1385,1.0,470
33383,928,9.0,-2
35820,421,0.0,839
2513,242,0.0,888
7209,1593,6.0,790
42057,1172,5.0,1008
29505,386,34.0,503
27044,1220,1.0,833
9308,209,114.0,790
18712,1318,4.0,283
9442,70,0.0,810
17006,619,1.0,-2
25383,637,38.0,790
37139,1321,2.0,888
44436,730,2.0,790
28109,844,1.0,888
62119,342,0.0,888
12676,1167,0.0,-3
63132,833,0.0,1036
58959,198,1.0,243
4101,1445,0.0,1095
4249,619,0.0,202
3472,1301,3.0,202
55644,342,1.0,888
18905,1301,0.0,839
41538,-1,1.0,-1
37366,1535,0.0,227
26970,499,300.0,888
16868,1376,1.0,29
38269,439,0.0,888
15930,1040,10.0,-2
57966,1279,0.0,888
2234,914,3.0,233
36119,414,119.0,-2
48229,173,1.0,159
43021,1558,0.0,888
49379,646,0.0,888
32588,360,18.0,620
61416,730,1.0,227
63044,-1,1.0,-1
58041,996,0.0,713
35097,1007,0.0,159
55337,1375,162.0,-2
26653,642,7.0,-3
38762,350,0.0,689
65286,1221,301.0,888
31327,1250,2.0,790
24558,1432,0.0,227
66929,921,1.0,888
53042,730,4.0,-2
2316,284,0.0,713
6140,1533,0.0,678
69395,512,2.0,713
8198,0,28.0,888
24467,-1,1.0,-1
53635,1575,0.0,888
59084,844,0.0,888
35323,1007,0.0,709
60149,-1,1.0,-1
54470,1244,9.0,790
4896,342,0.0,962
9073,-1,2.0,-1
27829,799,14.0,888
67282,35,0.0,460
42410,-1,1.0,-1
7130,1393,120.0,790
63330,822,5.0,-2
15001,1578,324.0,888
57887,1076,7.0,202
32389,360,0.0,526
49785,741,0.0,713
46809,729,0.0,243
52963,646,0.0,888
46449,225,0.0,888
29806,386,9.0,-2
11579,769,0.0,790
9182,1305,14.0,-2
43497,342,16.0,888
43566,1007,0.0,776
8292,1343,2.0,6
2697,389,0.0,698
9174,494,4.0,459
3577,242,0.0,888
15394,173,6.0,790
63637,342,35.0,888
3455,475,1.0,227
65591,1447,0.0,28
57585,936,2.0,917
21601,1007,0.0,398
24067,535,0.0,19
54047,618,0.0,790
35200,1223,1.0,698
6960,342,0.0,888
31200,1051,14.0,400
40303,1301,2.0,790
64725,1026,22.0,959
56293,-1,1.0,-1
28944,-1,17.0,-1
24003,591,4.0,790
22141,1070,0.0,888
49966,730,4.0,888
28678,173,0.0,790
23584,1607,129.0,-2
36980,284,0.0,689
637,769,0.0,719
9282,130,0.0,888
30014,1051,2.0,400
67822,1477,0.0,1004
56811,508,1.0,213
60470,697,0.0,888
14377,769,0.0,790
50621,-1,4.0,-1
15187,1051,4.0,698
54678,278,0.0,28
54164,1197,10.0,839
54245,769,0.0,790
6360,1167,2.0,888
58416,427,4.0,202
5417,860,0.0,888
9062,421,0.0,888
49073,151,4.0,202
26302,-1,3.0,-1
40266,173,0.0,6
16132,1147,0.0,-3
8109,1084,1.0,227
254,595,0.0,689
3287,225,0.0,888
65274,342,1.0,962
4071,1605,6.0,888
36781,1172,0.0,202
41583,357,0.0,6
32477,1231,2.0,202
14088,-1,2.0,-1
55925,1018,974.0,888
6535,358,0.0,888
44886,1560,0.0,653
34381,429,1.0,-3
40275,342,0.0,962
29590,1466,0.0,348
69992,342,0.0,962
69046,1373,3.0,941
39746,959,7.0,202
7968,1250,1.0,888
53274,1694,0.0,1032
29217,284,0.0,441
3299,891,2.0,689
7140,1250,0.0,480
8448,1142,0.0,1036
36386,1007,1.0,-2
61651,1694,4.0,888
48322,65,3.0,6
20866,816,1.0,790
11658,1007,0.0,1036
51166,439,0.0,888
60784,173,0.0,6
3971,828,0.0,888
11457,746,2.0,481
67079,508,0.0,434
40991,-1,2.0,-1
59559,1342,7.0,713
8336,769,0.0,790
9773,410,4.0,888
13645,374,0.0,915
4470,1477,0.0,981
11027,769,0.0,888
55370,1301,0.0,678
48866,1221,2.0,839
62013,959,11.0,566
68224,1113,0.0,888
61144,1675,0.0,-2
48793,1120,1.0,-3
6510,686,0.0,888
20463,619,105.0,-2
29553,1221,4.0,888
69430,1542,12.0,888
6730,-1,1.0,-1
32504,196,18.0,888
45059,969,23.0,19
41893,746,0.0,928
7975,958,1.0,713
61598,-1,1.0,-1
16159,1255,0.0,369
57454,508,0.0,28
25593,531,0.0,348
2549,263,1.0,888
9269,195,0.0,589
57190,337,2.0,283
26232,619,0.0,888
47804,958,2.0,647
6576,-1,2.0,-1
1475,1244,2.0,-2
50331,1250,0.0,790
9247,-1,2.0,-1
70751,1186,13.0,964
2046,828,2.0,888
59399,1113,104.0,-2
38490,-1,2.0,-1
42267,1589,38.0,888
51133,-1,4.0,-1
41613,691,0.0,888
15880,1301,0.0,839
26213,818,0.0,888
49373,242,6.0,888
41682,64,0.0,921
28722,342,0.0,663
35871,35,9.0,698
32971,782,291.0,790
43993,1483,0.0,591
16401,1171,6.0,776
45125,1610,3.0,790
2477,1605,1.0,888
23248,789,19.0,790
39974,1404,0.0,-3
59960,342,1.0,888
30345,120,34.0,790
16951,1188,0.0,6
27912,374,0.0,348
25627,561,18.0,581
24002,828,0.0,451
33083,173,0.0,888
17046,1070,0.0,790
32818,1051,3.0,566
29690,586,46.0,227
23242,342,6.0,888
65928,-1,1.0,-1
17543,686,0.0,486
3656,617,282.0,790
24254,1234,0.0,6
62944,619,0.0,509
36104,1007,5.0,108
45566,743,0.0,698
19312,561,1.0,892
11238,256,11.0,6
3932,988,2.0,642
55507,619,0.0,246
53384,281,2.0,888
61462,1677,0.0,202
21133,1026,0.0,839
23972,-1,3.0,-1
43369,1503,18.0,-2
67395,628,0.0,230
58590,619,4.0,-2
61343,1375,1.0,400
17412,1318,2.0,586
47104,-1,1.0,-1
57396,914,8.0,-3
18645,769,1.0,698
6525,289,0.0,839
56074,342,0.0,888
38207,1477,1.0,981
38421,1486,1.0,1028
57779,746,0.0,776
64956,-1,1.0,-1
60799,1248,1.0,888
23506,512,0.0,434
17087,686,0.0,486
60995,1196,1.0,790
28104,863,0.0,839
54447,-1,1.0,-1
33830,452,0.0,422
35052,1378,0.0,348
34900,342,0.0,888
51048,3,3.0,964
7809,1116,0.0,28
24502,926,25.0,888
8836,-1,3.0,-1
26877,1474,0.0,784
4285,-1,3.0,-1
36449,1244,0.0,888
3902,47,134.0,790
63662,343,8.0,790
25234,1007,0.0,1036
56583,173,0.0,928
14221,311,0.0,28
46930,342,0.0,451
66063,1007,0.0,776
923,64,0.0,841
39503,595,0.0,960
28945,1404,14.0,-2
33794,249,13.0,-2
54801,1680,0.0,790
14179,1142,0.0,364
6217,-1,11.0,-1
16873,-1,13.0,-1
66515,242,3.0,888
48533,936,2.0,888
63109,1277,0.0,942
36422,342,0.0,962
53118,173,0.0,928
62793,1317,0.0,348
2138,746,2.0,-2
58175,1255,0.0,790
28718,-1,1.0,-1
11884,1567,8.0,888
22853,1179,0.0,888
43127,257,0.0,888
19726,1533,0.0,369
51965,819,2.0,-3
65409,56,28.0,104
41267,342,0.0,888
38524,-1,1.0,-1
68185,739,0.0,202
22581,227,1.0,790
5525,324,0.0,888
15680,1250,1.0,839
20078,342,0.0,888
20276,209,0.0,6
42259,69,2.0,776
23413,67,0.0,698
56654,799,26.0,790
61880,1062,0.0,810
26859,-1,2.0,-1
59481,498,22.0,790
64932,342,0.0,888
15317,342,0.0,544
55226,1151,0.0,839
64402,1023,0.0,-3
47374,499,11.0,202
44617,1567,1.0,888
68780,-1,1.0,-1
29815,-1,2.0,-1
2016,-1,1.0,-1
20503,967,1.0,227
35727,1301,1.0,790
55388,595,0.0,38
54619,1421,10.0,-2
33461,598,0.0,928
20177,1301,6.0,-3
16885,1639,2.0,678
27418,50,9.0,546
12912,-1,1.0,-1
4413,-1,8.0,-1
43,1121,0.0,1066
26504,1385,0.0,-3
42650,65,0.0,776
8893,366,0.0,888
11184,1359,0.0,283
40540,-1,1.0,-1
41864,1483,10.0,888
35686,1483,2.0,42
59588,1378,0.0,102
41010,1191,0.0,996
57171,1078,48.0,888
12784,1250,0.0,790
27909,531,17.0,888
41519,1007,0.0,763
13626,619,0.0,6
7259,-1,1.0,-1
14219,1,2.0,888
32324,-1,3.0,-1
58390,1250,0.0,888
65408,1639,4.0,790
14311,342,0.0,962
59229,490,0.0,888
57539,1061,0.0,243
5296,65,0.0,6
5426,1061,0.0,839
67291,586,0.0,227
47256,-1,2.0,-1
16363,1680,0.0,678
54005,671,4.0,888
66021,769,0.0,-2
58943,1250,0.0,369
37879,342,0.0,962
38828,683,22.0,790
5460,58,1.0,230
26134,470,0.0,941
60666,302,1.0,888
61973,936,0.0,776
39539,324,107.0,790
60592,1279,0.0,888
8851,1117,5.0,888
51899,741,0.0,243
60473,535,1.0,810
62219,1287,0.0,243
1444,1147,0.0,-3
8899,1483,19.0,888
23137,389,0.0,38
26570,479,0.0,227
31551,342,0.0,962
57546,173,0.0,227
67644,429,2.0,689
66784,-1,12.0,-1
28774,311,0.0,434
865,198,0.0,227
58698,-1,1.0,-1
55872,1262,0.0,470
51078,535,0.0,46
47085,1573,0.0,202
22705,858,9.0,888
40083,-1,1.0,-1
22052,1007,0.0,839
12919,324,0.0,888
28320,914,41.0,790
9037,-1,7.0,-1
13256,65,0.0,6
32662,1279,3.0,888
52888,914,269.0,283
651,1196,119.0,-2
30183,769,1.0,797
64401,1613,1.0,0
14020,782,0.0,997
29546,324,2.0,888
69548,1639,1.0,227
48461,671,0.0,888
43610,624,0.0,888
56482,492,0.0,434
66593,1464,0.0,888
2314,268,3.0,713
1938,371,1.0,689
34389,1483,2.0,42
62373,801,0.0,698
14855,508,0.0,441
31908,531,0.0,888
13336,1038,0.0,981
30182,173,1.0,888
65327,1007,0.0,839
40534,1265,5.0,888
54904,1592,1.0,6
29832,683,2.0,888
22195,209,4.0,6
19824,1486,0.0,227
55183,421,7.0,790
47776,173,0.0,227
6114,1117,1.0,790
30645,-1,4.0,-1
48830,1007,0.0,797
5734,858,27.0,888
20294,-1,1.0,-1
63445,342,0.0,1036
25040,976,0.0,19
3081,976,0.0,810
24288,126,0.0,776
1202,1674,0.0,-3
68360,494,0.0,888
